ant	seed	smoothing	backw	packetNum	packetPerSpec	bandwidth	decimation	clSize1	stdA1	stdD1	meanA1	meanD1	clSize2	stdA2	stdD2	meanA2	meanD2	clSize3	stdA3	stdD3	meanA3	meanD3	clSize4	stdA4	stdD4	meanA4	meanD4	clSize5	stdA5	stdD5	meanA5	meanD5
4	1256	1	0	10	1	40	0	10	3.213	1.075	-46.9	43.4	3	10.536	40.129	56	107.333	0					0					0				
4	1256	1	0	10	1	40	1	11	4.154	15.937	-47.636	49	3	11.59	39.552	56.333	106.667	0					0					0				
4	1256	1	0	10	2	40	0	5	1.14	0.548	-45.6	43.6	1	0	0	60	131	0					0					0				
4	1256	1	0	10	2	40	1	5	1.517	0.837	-45.6	44.2	2	7.071	50.205	56	94.5	0					0					0				
8	1257	1	0	10	1	40	0	10	0.699	0	77.6	45	2	2.121	1.414	-81.5	86	0					0					0				
8	1257	1	0	10	1	40	1	10	0.699	0	77.6	45	2	2.121	0.707	-81.5	86.5	0					0					0				
8	1257	1	0	10	2	40	0	5	0.837	0	77.8	45	0					0					0					0				
8	1257	1	0	10	2	40	1	5	0.837	0	77.8	45	0					0					0					0				
4	1257	1	0	10	1	40	0	10	0.966	0	76.4	45	0					0					0					0				
4	1257	1	0	10	1	40	1	10	1.059	0	76.3	45	0					0					0					0				
4	1257	1	0	10	2	40	0	5	0.447	0	76.2	45	0					0					0					0				
4	1257	1	0	10	2	40	1	5	0.447	0	76.2	45	0					0					0					0				
8	1258	1	0	10	1	40	0	10	0	0	36	44	0					0					0					0				
8	1258	1	0	10	1	40	1	10	0	0	36	44	0					0					0					0				
8	1258	1	0	10	2	40	0	5	0	0	36	44	0					0					0					0				
8	1258	1	0	10	2	40	1	5	0	0	36	44	0					0					0					0				
4	1258	1	0	10	1	40	0	10	0.568	0.516	38.1	44.6	10	6.276	3.035	-52.5	101.1	0					0					0				
4	1258	1	0	10	1	40	1	10	0.316	0.527	37.9	44.5	10	6.151	2.83	-52.5	101.3	0					0					0				
4	1258	1	0	10	2	40	0	5	0	0.548	38	44.4	5	4.243	2.168	-52	101.2	0					0					0				
4	1258	1	0	10	2	40	1	5	0	0.548	38	44.4	5	4.243	2.168	-52	101.2	0					0					0				
8	1259	1	0	10	1	40	0	10	0.667	0.527	-6	51.5	10	0.483	0.632	-27.7	47.2	0					0					0				
8	1259	1	0	10	1	40	1	10	0.667	0.483	-6	51.3	10	0.483	0.632	-27.7	47.2	0					0					0				
8	1259	1	0	10	2	40	0	5	0.707	0.447	-6	51.8	5	0.548	0.548	-27.4	47.6	0					0					0				
8	1259	1	0	10	2	40	1	5	0.707	0.548	-6	51.4	5	0.548	0.447	-27.6	47.2	0					0					0				
4	1259	1	0	10	1	40	0	10	1.059	0.675	-21.3	45.7	0					0					0					0				
4	1259	1	0	10	1	40	1	10	1.059	0.675	-21.3	45.7	0					0					0					0				
4	1259	1	0	10	2	40	0	5	0.548	0.447	-21.4	45.8	0					0					0					0				
4	1259	1	0	10	2	40	1	5	0.548	0.447	-21.4	45.8	0					0					0					0				
8	1260	1	0	10	1	40	0	10	0	0.316	-29	45.1	0					0					0					0				
8	1260	1	0	10	1	40	1	10	0	0.568	-29	44.9	1	0	0	29	76	0					0					0				
8	1260	1	0	10	2	40	0	5	0	0	-29	45	0					0					0					0				
8	1260	1	0	10	2	40	1	5	0	0.447	-29	44.8	0					0					0					0				
4	1260	1	0	10	1	40	0	10	0.483	1.398	-26.7	44.2	1	0	0	64	84	0					0					0				
4	1260	1	0	10	1	40	1	10	0.422	1.059	-26.8	44.3	1	0	0	64	84	0					0					0				
4	1260	1	0	10	2	40	0	5	0.447	1.14	-26.8	44.6	1	0	0	64	85	0					0					0				
4	1260	1	0	10	2	40	1	5	0.447	1.14	-26.8	44.6	0					0					0					0				
8	1261	1	0	10	1	40	0	10	3.784	0	46.9	57	10	0.516	0.816	11.6	47	0					0					0				
8	1261	1	0	10	1	40	1	10	3.784	0.422	46.9	57.2	10	0.516	0.789	11.6	46.8	0					0					0				
8	1261	1	0	10	2	40	0	5	3.873	0	47	57	5	0.447	0.707	11.8	47	0					0					0				
8	1261	1	0	10	2	40	1	5	3.873	0	47	57	5	0.447	0.707	11.8	47	0					0					0				
4	1261	1	0	10	1	40	0	10	2.214	1.567	24.7	51.3	1	0	0	5	43	0					0					0				
4	1261	1	0	10	1	40	1	10	2.348	1.567	24.8	51.3	1	0	0	5	43	0					0					0				
4	1261	1	0	10	2	40	0	3	1	1.155	23	50.333	2	0.707	0	27.5	53	0					0					0				
4	1261	1	0	10	2	40	1	3	1	1.155	23	50.333	2	0.707	0	27.5	53	0					0					0				
8	1262	1	0	10	1	40	0	15	27.535	36.108	45.8	66.667	4	3.304	0	-83.25	116	0					0					0				
8	1262	1	0	10	1	40	1	15	27.63	36.108	45.867	66.667	5	3.317	0	-84	116	0					0					0				
8	1262	1	0	10	2	40	0	6	22.454	30.21	36.167	54.333	4	1.915	0	-86.5	116	0					0					0				
8	1262	1	0	10	2	40	1	6	22.454	30.21	36.167	54.333	4	1.915	0	-86.5	116	0					0					0				
4	1262	1	0	10	1	40	0	11	18.392	22.01	32.545	50.636	8	3.207	0.354	-82	117.125	0					0					0				
4	1262	1	0	10	1	40	1	11	18.392	22.01	32.545	50.636	8	3.314	0.354	-81.875	117.125	0					0					0				
4	1262	1	0	10	2	40	0	5	0	0	27	44	5	3.347	0	-82.8	117	0					0					0				
4	1262	1	0	10	2	40	1	5	0	0	27	44	5	3.347	0	-82.8	117	0					0					0				
8	1263	1	0	10	1	40	0	10	2.331	1.398	15.1	44.8	6	0.816	0.408	-0.333	44.167	0					0					0				
8	1263	1	0	10	1	40	1	10	2.357	1.398	15	44.8	5	0.548	0.447	-0.6	44.2	0					0					0				
8	1263	1	0	10	2	40	0	5	1.414	0.894	16	45.6	5	0.548	0.447	0.4	44.2	0					0					0				
8	1263	1	0	10	2	40	1	5	1.517	0.707	15.4	45	4	0.5	0.5	0.25	44.25	0					0					0				
4	1263	1	0	10	1	40	0	9	6.654	1.269	3.444	39.889	5	2.074	4.775	18.6	48.6	0					0					0				
4	1263	1	0	10	1	40	1	9	6.856	1.481	4.667	40.222	5	1.871	4.658	18	47.8	0					0					0				
4	1263	1	0	10	2	40	0	3	1	1.155	12	45.667	2	0.707	2.121	16.5	46.5	0					0					0				
4	1263	1	0	10	2	40	1	4	1.5	1.414	12.25	45	1	0	0	17	49	0					0					0				
8	1264	1	0	10	1	40	0	10	0.707	0.422	-47.5	44.2	10	3.414	0.699	-78.1	59.6	0					0					0				
8	1264	1	0	10	1	40	1	10	0.675	0.422	-47.3	44.2	10	3.622	0.471	-77.7	59	0					0					0				
8	1264	1	0	10	2	40	0	5	0.548	0.447	-47.6	44.2	5	1.095	0.447	-78.2	59.8	0					0					0				
8	1264	1	0	10	2	40	1	5	0.548	0.447	-47.4	44.2	5	1.483	0.548	-77.8	59.4	0					0					0				
4	1264	1	0	10	1	40	0	10	0.994	0.316	-53.1	49.1	0					0					0					0				
4	1264	1	0	10	1	40	1	10	0.816	0.471	-53	49	0					0					0					0				
4	1264	1	0	10	2	40	0	5	0.447	0	-53.2	49	0					0					0					0				
4	1264	1	0	10	2	40	1	5	0	0	-53	49	0					0					0					0				
8	1265	1	0	10	1	40	0	8	0.886	1.927	70.75	53	2	0.707	0.707	74.5	54.5	0					0					0				
8	1265	1	0	10	1	40	1	8	0.916	2.264	70.625	53.625	2	0.707	0.707	74.5	55.5	0					0					0				
8	1265	1	0	10	2	40	0	5	1.924	1.414	70.2	53	0					0					0					0				
8	1265	1	0	10	2	40	1	5	1.924	1.673	70.2	53.6	0					0					0					0				
4	1265	1	0	10	1	40	0	10	1.932	2.15	66.8	53.8	0					0					0					0				
4	1265	1	0	10	1	40	1	7	1.676	1.704	64.143	55.714	3	1	3.512	69	52.667	0					0					0				
4	1265	1	0	10	2	40	0	5	1.924	1.643	66.2	53.8	0					0					0					0				
4	1265	1	0	10	2	40	1	3	1	0.577	64	55.333	2	1.414	3.536	68	53.5	0					0					0				
8	1266	1	0	10	1	40	0	10	1.265	0.919	79.6	44.2	3	7.638	57.158	-22.667	101	0					0					0				
8	1266	1	0	10	1	40	1	10	1.174	0.919	79.4	44.2	3	7.638	57.158	-22.667	101	0					0					0				
8	1266	1	0	10	2	40	0	5	0	0.548	79	44.4	1	0	0	-23	69	0					0					0				
8	1266	1	0	10	2	40	1	5	0.447	0.548	78.8	44.4	1	0	0	-23	69	0					0					0				
4	1266	1	0	10	1	40	0	10	1.78	1.033	78.5	44.8	5	10.479	44.28	-43.6	148.2	0					0					0				
4	1266	1	0	10	1	40	1	10	1.494	0.949	78.3	44.7	4	8.832	1	-47	167.5	0					0					0				
4	1266	1	0	10	2	40	0	4	1.414	1	79	44.5	1	0	0	85	46	0					0					0				
4	1266	1	0	10	2	40	1	4	0.5	0.5	78.25	44.25	1	0	0	83	46	0					0					0				
8	1267	1	0	10	1	40	0	10	0.667	0	53	44	0					0					0					0				
8	1267	1	0	10	1	40	1	10	0.667	0	53	44	0					0					0					0				
8	1267	1	0	10	2	40	0	5	0	0	53	44	0					0					0					0				
8	1267	1	0	10	2	40	1	5	0	0	53	44	0					0					0					0				
4	1267	1	0	10	1	40	0	10	0.527	0.516	55.5	43.6	0					0					0					0				
4	1267	1	0	10	1	40	1	5	0	0.447	56	43.8	5	0	0.447	55	43.2	0					0					0				
4	1267	1	0	10	2	40	0	5	0.548	0.548	55.6	43.6	0					0					0					0				
4	1267	1	0	10	2	40	1	5	0.548	0.548	55.6	43.6	0					0					0					0				
8	1268	1	0	10	1	40	0	10	0.516	0	20.4	44	1	0	0	72	60	0					0					0				
8	1268	1	0	10	1	40	1	10	0.516	0	20.6	44	1	0	0	72	59	0					0					0				
8	1268	1	0	10	2	40	0	5	0.548	0	20.4	44	0					0					0					0				
8	1268	1	0	10	2	40	1	5	0.548	0	20.6	44	0					0					0					0				
4	1268	1	0	10	1	40	0	10	0.316	0.483	20.1	43.7	3	2.646	0	-78	181	0					0					0				
4	1268	1	0	10	1	40	1	10	0.316	0.483	20.1	43.7	1	0	0	-78	181	0					0					0				
4	1268	1	0	10	2	40	0	5	0	0.447	20	43.8	0					0					0					0				
4	1268	1	0	10	2	40	1	5	0	0	20	44	0					0					0					0				
8	1269	1	0	10	1	40	0	10	0	0.738	-44	45.9	6	2.317	0.816	-25.833	69.667	0					0					0				
8	1269	1	0	10	1	40	1	10	0.316	0.516	-44.1	45.6	6	2.317	0.816	-25.833	69.667	0					0					0				
8	1269	1	0	10	2	40	0	5	2.191	0.837	-27.6	69.8	5	0	0.548	-44	46.4	0					0					0				
8	1269	1	0	10	2	40	1	5	2.191	0.548	-27.6	69.6	5	0	0.447	-44	46.2	0					0					0				
4	1269	1	0	10	1	40	0	10	1.059	0.632	-43.7	49.8	2	1.414	0.707	-18	83.5	0					0					0				
4	1269	1	0	10	1	40	1	10	0.876	0.675	-43.9	49.3	2	0.707	0.707	-19.5	82.5	0					0					0				
4	1269	1	0	10	2	40	0	5	0	0.548	-44	50.6	0					0					0					0				
4	1269	1	0	10	2	40	1	5	0.447	0.707	-44.2	50	0					0					0					0				
8	1270	1	0	10	1	40	0	10	0.422	0.527	40.8	45.5	6	12.644	26.47	-12.333	71.333	0					0					0				
8	1270	1	0	10	1	40	1	10	0.422	0.483	40.8	45.3	6	20.173	26.999	-8.167	72.167	0					0					0				
8	1270	1	0	10	2	40	0	5	0.548	0.447	40.6	45.2	3	3.215	0.577	-17.333	54.333	0					0					0				
8	1270	1	0	10	2	40	1	5	0.548	0.447	40.6	45.2	2	4.243	0.707	-18	55.5	0					0					0				
4	1270	1	0	10	1	40	0	10	1.174	0	42.4	46	6	19.508	28.535	-1.167	77.667	0					0					0				
4	1270	1	0	10	1	40	1	10	1.174	0	42.4	46	5	21.707	29.223	-0.2	73	0					0					0				
4	1270	1	0	10	2	40	0	5	1.14	0	42.4	46	1	0	0	-10	51	0					0					0				
4	1270	1	0	10	2	40	1	5	1.14	0	42.4	46	1	0	0	-11	51	0					0					0				
8	1271	1	0	10	1	40	0	10	0.316	0.422	12.9	44.2	10	1.252	0.422	-13.7	46.8	0					0					0				
8	1271	1	0	10	1	40	1	10	0.316	0.422	12.9	44.2	10	1.252	0.422	-13.7	46.8	0					0					0				
8	1271	1	0	10	2	40	0	5	0.548	0.447	12.6	44.2	5	0.894	0.447	-13.6	46.8	0					0					0				
8	1271	1	0	10	2	40	1	5	0.548	0.548	12.6	44.4	5	0.894	0	-13.6	47	0					0					0				
4	1271	1	0	10	1	40	0	10	1.912	0.675	-1.1	49.7	0					0					0					0				
4	1271	1	0	10	1	40	1	10	1.767	0.675	-1.3	49.7	0					0					0					0				
4	1271	1	0	10	2	40	0	5	1.304	0	-1.8	50	0					0					0					0				
4	1271	1	0	10	2	40	1	5	1.304	0	-1.8	50	0					0					0					0				
8	1272	1	0	10	1	40	0	10	0.483	0	-32.3	47	10	1.229	0	-57.2	56	0					0					0				
8	1272	1	0	10	1	40	1	10	0.483	0	-32.3	47	10	1.229	0	-57.2	56	0					0					0				
8	1272	1	0	10	2	40	0	5	0.548	0	-32.4	47	5	0.447	0	-57.2	56	0					0					0				
8	1272	1	0	10	2	40	1	5	0.548	0	-32.4	47	5	0.447	0	-57.2	56	0					0					0				
4	1272	1	0	10	1	40	0	11	1.572	0.894	-57.545	57	10	1.751	0.483	-31.2	46.7	0					0					0				
4	1272	1	0	10	1	40	1	11	1.567	0.831	-57.636	57.091	10	1.524	0.699	-31.1	46.4	0					0					0				
4	1272	1	0	10	2	40	0	5	1.581	0.548	-31	46.6	5	1.14	0.707	-57.4	57	0					0					0				
4	1272	1	0	10	2	40	1	6	1.049	0.632	-57.5	57	5	1.581	0.548	-31	46.6	0					0					0				
8	1273	1	0	10	1	40	0	10	0	0.483	-6	44.3	7	10.228	13.413	50.571	89.286	0					0					0				
8	1273	1	0	10	1	40	1	10	0	0.483	-6	44.3	8	9.925	12.13	49.25	88.5	0					0					0				
8	1273	1	0	10	2	40	0	5	0	0.548	-6	44.4	2	9.899	2.828	50	93	0					0					0				
8	1273	1	0	10	2	40	1	5	0	0.548	-6	44.4	2	8.485	2.121	50	92.5	0					0					0				
4	1273	1	0	10	1	40	0	10	0.738	0.843	-7.1	41.6	6	9.771	1.897	51.667	91	0					0					0				
4	1273	1	0	10	1	40	1	10	0.667	0.843	-7	41.6	6	9.517	1.506	51.833	90.333	0					0					0				
4	1273	1	0	10	2	40	0	5	6.017	5.244	51.2	88	5	0.447	0.837	-6.8	41.8	0					0					0				
4	1273	1	0	10	2	40	1	5	6.017	5.02	51.2	87.8	5	0.447	0.837	-6.8	41.8	0					0					0				
8	1274	1	0	10	1	40	0	10	1.179	0.876	-76.5	46.9	0					0					0					0				
8	1274	1	0	10	1	40	1	10	1.033	0.919	-76.2	47.2	0					0					0					0				
8	1274	1	0	10	2	40	0	5	0.837	0.837	-76.2	47.2	0					0					0					0				
8	1274	1	0	10	2	40	1	5	0.707	0.548	-76	47.4	0					0					0					0				
4	1274	1	0	10	1	40	0	10	2.058	0.422	-78.7	49.8	0					0					0					0				
4	1274	1	0	10	1	40	1	10	2.058	0.422	-78.7	49.8	0					0					0					0				
4	1274	1	0	10	2	40	0	5	1.14	0	-78.4	50	0					0					0					0				
4	1274	1	0	10	2	40	1	5	1.14	0	-78.4	50	0					0					0					0				
8	1275	1	0	10	1	40	0	11	5.683	5.104	-26.091	47.636	9	80.078	1.054	8	79.111	0					0					0				
8	1275	1	0	10	1	40	1	11	5.683	5.126	-26.091	47.545	6	78.643	0.837	26	79.5	0					0					0				
8	1275	1	0	10	2	40	0	6	24.087	13.472	-37.833	51.5	3	2.082	0.577	84.333	79.667	0					0					0				
8	1275	1	0	10	2	40	1	6	24.087	13.472	-37.833	51.5	3	2.082	0.577	84.333	79.333	0					0					0				
4	1275	1	0	10	1	40	0	10	0.823	0.568	-28.3	45.9	5	6.723	2.775	-72.8	71.2	0					0					0				
4	1275	1	0	10	1	40	1	10	0.789	0.422	-28.2	45.8	8	7.1	3.482	-71.125	69.875	0					0					0				
4	1275	1	0	10	2	40	0	5	0.447	0.447	-28.2	45.8	4	1.708	0.5	-68.75	69.25	0					0					0				
4	1275	1	0	10	2	40	1	5	0	0.447	-28	45.8	4	1.708	0.5	-70.75	70.25	0					0					0				
8	1276	1	0	10	1	40	0	10	0.675	0.316	27.3	48.1	0					0					0					0				
8	1276	1	0	10	1	40	1	10	0.675	0.316	27.3	48.1	0					0					0					0				
8	1276	1	0	10	2	40	0	5	0.837	0.447	27.2	48.2	0					0					0					0				
8	1276	1	0	10	2	40	1	5	0.837	0.447	27.2	48.2	0					0					0					0				
4	1276	1	0	10	1	40	0	10	0	0	34	47	0					0					0					0				
4	1276	1	0	10	1	40	1	10	0.483	0	33.3	47	0					0					0					0				
4	1276	1	0	10	2	40	0	5	0	0	34	47	0					0					0					0				
4	1276	1	0	10	2	40	1	5	0.447	0	33.2	47	0					0					0					0				
8	1277	1	0	10	1	40	0	14	33.497	32.025	-29.786	62.714	3	14.434	2.082	68.333	112.667	0					0					0				
8	1277	1	0	10	1	40	1	14	33.965	31.93	-30.071	62.857	3	14.434	1.528	68.333	112.333	0					0					0				
8	1277	1	0	10	2	40	0	5	0.447	0	-9.2	43	4	89.269	0.577	-3.25	111.5	0					0					0				
8	1277	1	0	10	2	40	1	5	0.548	0	-9.4	43	4	89.261	0.577	-3.75	111.5	0					0					0				
4	1277	1	0	10	1	40	0	10	0.422	0.738	-9.8	42.9	6	7.868	1.329	67.5	111.167	0					0					0				
4	1277	1	0	10	1	40	1	10	0.316	0.422	-9.9	43.2	6	7.868	0.816	67.5	110.667	0					0					0				
4	1277	1	0	10	2	40	0	5	0	0	-10	43	2	2.828	1.414	67	111	0					0					0				
4	1277	1	0	10	2	40	1	5	0	0	-10	43	2	3.536	0.707	67.5	110.5	0					0					0				
8	1278	1	0	10	1	40	0	10	0.823	0.699	3.7	53.6	1	0	0	-15	46	0					0					0				
8	1278	1	0	10	1	40	1	10	0.823	0.675	3.7	53.7	1	0	0	-15	46	0					0					0				
8	1278	1	0	10	2	40	0	5	0.837	0.447	3.8	53.8	0					0					0					0				
8	1278	1	0	10	2	40	1	5	0.837	0.447	3.8	53.8	0					0					0					0				
4	1278	1	0	10	1	40	0	14	3.056	1.292	-8.571	45.143	10	1.716	0.994	4.5	51.1	0					0					0				
4	1278	1	0	10	1	40	1	11	1.128	0.674	-10.455	44.636	10	1.663	0.966	4.9	51.4	0					0					0				
4	1278	1	0	10	2	40	0	5	0.548	0.837	5.4	51.8	5	0.548	0.548	-10.6	44.4	0					0					0				
4	1278	1	0	10	2	40	1	7	3.464	1.414	-9	45	5	0.548	0.837	5.6	51.8	0					0					0				
8	1279	1	0	10	1	40	0	10	0	0.516	38	42.6	10	5.789	0	5.8	76	0					0					0				
8	1279	1	0	10	1	40	1	10	0	0.527	38	42.5	10	5.789	0	5.8	76	0					0					0				
8	1279	1	0	10	2	40	0	5	0	0.548	38	42.6	5	6.042	0	6	76	0					0					0				
8	1279	1	0	10	2	40	1	5	0	0.548	38	42.6	5	6.042	0	6	76	0					0					0				
4	1279	1	0	10	1	40	0	10	1.595	1.265	41.1	43.6	10	7.764	1.567	4.5	72.3	0					0					0				
4	1279	1	0	10	1	40	1	10	1.418	1.075	40.7	43.4	10	7.8	1.265	4.8	72.4	0					0					0				
4	1279	1	0	10	2	40	0	5	0.837	0.548	41.2	43.6	5	7.668	0.894	4.4	72.4	0					0					0				
4	1279	1	0	10	2	40	1	5	1.14	0.548	40.6	43.6	5	7.829	0.894	4.6	72.4	0					0					0				
8	1280	1	0	10	1	40	0	10	0.422	0.471	21.2	45	0					0					0					0				
8	1280	1	0	10	1	40	1	10	0.422	0.316	21.2	45.1	0					0					0					0				
8	1280	1	0	10	2	40	0	5	0	0.548	21	45.4	0					0					0					0				
8	1280	1	0	10	2	40	1	5	0	0.548	21	45.4	0					0					0					0				
4	1280	1	0	10	1	40	0	10	0.483	0.483	21.7	46.7	3	0.577	1.528	27.333	75.667	0					0					0				
4	1280	1	0	10	1	40	1	10	0.483	0.316	21.7	46.9	1	0	0	27	75	0					0					0				
4	1280	1	0	10	2	40	0	5	0.548	0.447	21.6	46.8	0					0					0					0				
4	1280	1	0	10	2	40	1	5	0.548	0	21.6	47	0					0					0					0				
8	1281	1	0	10	1	40	0	10	6.769	0	18.4	53	10	0.422	0.422	-9.8	43.8	0					0					0				
8	1281	1	0	10	1	40	1	10	6.897	0	18.3	53	10	0.422	0.422	-9.8	43.8	0					0					0				
8	1281	1	0	10	2	40	0	5	2.608	0.447	19.4	52.8	5	0.447	0	-9.8	44	0					0					0				
8	1281	1	0	10	2	40	1	5	2.95	0.447	19.2	52.8	5	0.447	0	-9.8	44	0					0					0				
4	1281	1	0	10	1	40	0	13	12.314	2.873	3.846	46.385	6	1.751	1.211	-78.333	103.333	0					0					0				
4	1281	1	0	10	1	40	1	13	12.926	2.873	3.923	46.385	4	2.062	0.577	-79.75	104.5	0					0					0				
4	1281	1	0	10	2	40	0	9	12.488	3.504	3.778	46.556	1	0	0	-79	104	0					0					0				
4	1281	1	0	10	2	40	1	9	13.937	3.504	4	46.556	1	0	0	-81	105	0					0					0				
8	1282	1	0	10	1	40	0	10	0.823	0.527	-81.3	45.5	0					0					0					0				
8	1282	1	0	10	1	40	1	10	0.789	0.516	-81.2	45.6	0					0					0					0				
8	1282	1	0	10	2	40	0	5	0.548	0.548	-81.4	45.4	1	0	0	-74	58	0					0					0				
8	1282	1	0	10	2	40	1	5	0.548	0.447	-81.4	45.2	0					0					0					0				
4	1282	1	0	10	1	40	0	10	0.823	0	-82.3	45	0					0					0					0				
4	1282	1	0	10	1	40	1	10	0.738	0	-82.1	45	0					0					0					0				
4	1282	1	0	10	2	40	0	5	0.447	0	-82.2	45	0					0					0					0				
4	1282	1	0	10	2	40	1	5	0.447	0	-82.2	45	0					0					0					0				
8	1283	1	0	10	1	40	0	10	0.316	0	42.1	44	9	7.265	0.441	70.444	116.778	0					0					0				
8	1283	1	0	10	1	40	1	10	0.316	0	42.1	44	9	7.365	0.441	70.667	117.222	0					0					0				
8	1283	1	0	10	2	40	0	5	5.612	0.548	71	116.6	5	0	0	42	44	0					0					0				
8	1283	1	0	10	2	40	1	5	5.727	0	71.4	117	5	0	0	42	44	0					0					0				
4	1283	1	0	10	1	40	0	10	8.27	1.101	68.2	115.1	9	1	0.441	40.333	43.222	0					0					0				
4	1283	1	0	10	1	40	1	10	8.171	0.789	67.9	115.8	6	1.211	0	40.667	43	0					0					0				
4	1283	1	0	10	2	40	0	5	5.958	0.837	68	114.8	4	0.816	0	40	43	0					0					0				
4	1283	1	0	10	2	40	1	5	6.066	0.894	67.6	115.6	4	0.577	0	40.5	43	0					0					0				
8	1284	1	0	10	1	40	0	10	1.059	1.563	53.3	48	10	3.777	0.516	11.4	88.6	0					0					0				
8	1284	1	0	10	1	40	1	10	0.843	1.287	53.6	48.1	10	3.777	0.316	11.4	88.9	0					0					0				
8	1284	1	0	10	2	40	0	5	0.894	0.837	53.4	47.8	5	2.28	0.548	11.8	88.4	0					0					0				
8	1284	1	0	10	2	40	1	5	0.548	0.837	53.6	47.8	5	2.28	0	11.8	89	0					0					0				
4	1284	1	0	10	1	40	0	10	4.523	0.699	62.3	48.4	10	3.268	0.316	16.3	86.9	0					0					0				
4	1284	1	0	10	1	40	1	10	4.523	0.789	62.3	48.8	10	3.268	0.316	16.3	86.9	0					0					0				
4	1284	1	0	10	2	40	0	5	2.302	0.837	60.6	48.8	5	1.949	0	16.4	87	0					0					0				
4	1284	1	0	10	2	40	1	5	2.302	1	60.6	49	5	1.949	0	16.4	87	0					0					0				
8	1285	1	0	10	1	40	0	10	0.483	0.516	10.7	44.4	10	8.125	20.385	-13.7	103.3	0					0					0				
8	1285	1	0	10	1	40	1	10	0.483	0.516	10.7	44.4	9	8.441	1.871	-13.667	97	0					0					0				
8	1285	1	0	10	2	40	0	5	0.548	0.548	10.6	44.4	4	5.916	1.708	-15.5	95.75	0					0					0				
8	1285	1	0	10	2	40	1	5	0.548	0.548	10.6	44.4	4	5.916	1.708	-15.5	95.75	0					0					0				
4	1285	1	0	10	1	40	0	10	0.632	0.919	11.8	42.2	8	6.065	2.204	-25.25	86.5	0					0					0				
4	1285	1	0	10	1	40	1	10	0.422	0.919	11.8	42.2	8	6.065	2.204	-25.25	86.5	0					0					0				
4	1285	1	0	10	2	40	0	5	0.548	0.548	11.6	42.6	5	3.834	2.702	-26.8	85.4	0					0					0				
4	1285	1	0	10	2	40	1	5	0.447	0.548	11.8	42.6	5	3.578	2.881	-26.6	85.6	0					0					0				
8	1286	1	0	10	1	40	0	10	0.483	0.316	53.7	46.9	0					0					0					0				
8	1286	1	0	10	1	40	1	10	0.483	0.471	53.7	47	0					0					0					0				
8	1286	1	0	10	2	40	0	5	0.548	0	53.4	47	0					0					0					0				
8	1286	1	0	10	2	40	1	5	0.548	0	53.4	47	0					0					0					0				
4	1286	1	0	10	1	40	0	10	0.876	1.059	51.9	48.7	7	5.146	0.577	25.857	55	0					0					0				
4	1286	1	0	10	1	40	1	10	0.823	1.059	51.7	48.7	5	2.793	0.447	23.4	55.2	0					0					0				
4	1286	1	0	10	2	40	0	5	0.447	0.447	51.8	48.8	3	2.517	0.577	23.667	55.333	0					0					0				
4	1286	1	0	10	2	40	1	5	0.447	0.447	51.8	48.8	3	2.646	0.577	24	55.333	0					0					0				
8	1287	1	0	10	1	40	0	10	0.483	0	-25.7	45	0					0					0					0				
8	1287	1	0	10	1	40	1	10	0.483	0	-25.7	45	0					0					0					0				
8	1287	1	0	10	2	40	0	5	0.548	0	-25.6	45	0					0					0					0				
8	1287	1	0	10	2	40	1	5	0.548	0	-25.6	45	0					0					0					0				
4	1287	1	0	10	1	40	0	10	1.35	0.483	-29.6	45.7	1	0	0	40	53	0					0					0				
4	1287	1	0	10	1	40	1	10	1.35	0.483	-29.6	45.7	1	0	0	40	53	0					0					0				
4	1287	1	0	10	2	40	0	5	1.304	0.447	-29.8	45.8	0					0					0					0				
4	1287	1	0	10	2	40	1	5	1.517	0.447	-29.6	45.8	0					0					0					0				
8	1288	1	0	10	1	40	0	10	0.516	0	42.6	44	0					0					0					0				
8	1288	1	0	10	1	40	1	10	0.516	0	42.6	44	0					0					0					0				
8	1288	1	0	10	2	40	0	5	0.548	0	42.6	44	0					0					0					0				
8	1288	1	0	10	2	40	1	5	0.548	0	42.6	44	0					0					0					0				
4	1288	1	0	10	1	40	0	10	0.516	0.316	41.4	44.1	7	5.336	0.787	13.143	60.571	0					0					0				
4	1288	1	0	10	1	40	1	10	0.516	0.316	41.4	44.1	7	5.242	0.488	12.857	60.714	0					0					0				
4	1288	1	0	10	2	40	0	5	0.548	0.447	41.6	43.8	5	11.683	1.095	4	61.2	0					0					0				
4	1288	1	0	10	2	40	1	5	0.548	0.447	41.6	43.8	3	14.572	1.155	1.333	61.667	0					0					0				
8	1289	1	0	10	1	40	0	12	27.358	4.87	-24.5	52.083	7	3.867	0.488	80.571	62.286	0					0					0				
8	1289	1	0	10	1	40	1	12	27.553	4.481	-24.083	52.917	7	3.867	0.488	80.571	62.286	0					0					0				
8	1289	1	0	10	2	40	0	6	29.394	4.899	-25	52	4	0.5	0.5	81.75	62.25	0					0					0				
8	1289	1	0	10	2	40	1	6	29.643	4.491	-24.5	52.833	4	0.5	0.5	81.75	62.25	0					0					0				
4	1289	1	0	10	1	40	0	10	2.271	0.738	76.4	61.9	10	0	0	-8	48	0					0					0				
4	1289	1	0	10	1	40	1	10	2.359	0.738	76.7	61.9	10	0	0	-8	48	0					0					0				
